Date,Name,Year,Letterboxd URI,Rating
2026-04-08,Le Trou,1960,https://boxd.it/1nSw,4.5
2026-04-10,Diabolique,1955,https://boxd.it/29we,4.5
2026-04-11,Rear Window,1954,https://boxd.it/2a6Q,4.5
2026-04-13,Project Hail Mary,2026,https://boxd.it/pEeQ,3.5
2026-04-14,The Apartment,1960,https://boxd.it/2aGE,5
2026-04-18,On the Silver Globe,1988,https://boxd.it/1sAM,4.5
2026-04-23,Heretic,2024,https://boxd.it/H1lY,3
2026-04-24,Double Indemnity,1944,https://boxd.it/297I,4.5
2026-04-25,TÁR,2022,https://boxd.it/uNIA,4.5
2026-04-26,The Bad Sleep Well,1960,https://boxd.it/1iLA,5
2026-04-27,Pan's Labyrinth,2006,https://boxd.it/28No,4
2026-04-28,Almost Famous,2000,https://boxd.it/29CQ,4
2026-04-29,Mandabi,1968,https://boxd.it/3pi0,4
2026-04-30,Pusher,1996,https://boxd.it/27wG,4
2026-04-30,Pusher II,2004,https://boxd.it/1U7y,3.5
2026-05-01,Some Like It Hot,1959,https://boxd.it/2aNA,4.5
2026-05-02,Das Boot,1981,https://boxd.it/2av2,4.5
2026-05-04,The Player,1992,https://boxd.it/1WlM,4
2026-05-06,A Prophet,2009,https://boxd.it/1BGE,4.5
2026-05-07,Pusher III,2005,https://boxd.it/1U7e,4.5
2026-05-08,Uncle Boonmee Who Can Recall His Past Lives,2010,https://boxd.it/168Q,3
2026-05-09,Pink Flamingos,1972,https://boxd.it/29NO,4
2026-05-12,The Motorcycle Diaries,2004,https://boxd.it/28nU,5
2026-05-13,Dancer in the Dark,2000,https://boxd.it/71E,5
2026-05-14,Possibly in Michigan,1983,https://boxd.it/aXA2,3.5
2026-05-14,A Separation,2011,https://boxd.it/gvo,5
2026-05-15,Faces,1968,https://boxd.it/29Ia,3.5
2026-05-17,The Third Man,1949,https://boxd.it/294E,4.5
2026-05-17,Red Beard,1965,https://boxd.it/251m,5
2026-05-18,All About My Mother,1999,https://boxd.it/2b9c,4
2026-05-19,Distant,2002,https://boxd.it/1k28,4.5
2026-05-19,Persona,2018,https://boxd.it/nBOM,4.5
2026-05-20,The Wind That Shakes the Barley,2006,https://boxd.it/293Q,4
2026-05-21,The Celebration,1998,https://boxd.it/2aCM,4.5
2026-05-22,Mandy,2018,https://boxd.it/gtti,3
2026-05-26,Nomadland,2020,https://boxd.it/lnRy,3.5
2026-05-26,Polytechnique,2009,https://boxd.it/1AMG,3.5
2026-05-27,Lenny,1974,https://boxd.it/1sym,4.5
2026-05-28,Before the Devil Knows You're Dead,2007,https://boxd.it/20Jy,4.5
2026-05-29,Rosemary's Baby,1968,https://boxd.it/29zM,5
2026-05-29,The Tenant,1976,https://boxd.it/1TKk,4.5
2026-05-29,Trainspotting,1996,https://boxd.it/29XY,5
2026-05-29,Climax,2018,https://boxd.it/ikvo,5
2026-05-30,Portrait of a Lady on Fire,2019,https://boxd.it/jkPq,4.5
2026-05-31,Threads,1984,https://boxd.it/1I0g,4
2026-06-01,Russian Ark,2002,https://boxd.it/1JQM,4
2026-06-01,Victoria,2015,https://boxd.it/amSe,5
2026-06-03,3 Women,1977,https://boxd.it/YPs,4.5
2026-06-03,Hokum,2026,https://boxd.it/SUeq,3.5
2026-06-04,Barton Fink,1991,https://boxd.it/2aFQ,4.5
2026-06-05,Fargo,1996,https://boxd.it/2aHM,4
2026-06-06,Elle,2016,https://boxd.it/bdhq,4
2026-06-07,A Serious Man,2009,https://boxd.it/1RFW,4.5
2026-06-08,Dial M for Murder,1954,https://boxd.it/2adW,5
2026-06-10,The Face of Another,1966,https://boxd.it/1nso,4
2026-06-11,The Searchers,1956,https://boxd.it/25HC,3
2026-06-12,In Which Annie Gives It Those Ones,1989,https://boxd.it/cCoe,4
2026-06-13,Bacurau,2019,https://boxd.it/fSUG,4
2026-06-13,The Red Shoes,1948,https://boxd.it/1EXI,5
2026-06-15,Children of Men,2006,https://boxd.it/1Y2i,4
2026-06-16,Peeping Tom,1960,https://boxd.it/1Utk,4
2026-06-18,Breaking the Waves,1996,https://boxd.it/2b1W,4.5
2026-06-19,Climates,2006,https://boxd.it/1H0k,3.5
2026-06-20,Monty Python and the Holy Grail,1975,https://boxd.it/29GI,4
2026-06-20,Secret Sunshine,2007,https://boxd.it/27CY,4.5
2026-06-21,The Holy Mountain,1973,https://boxd.it/20mu,5
2026-06-22,Fanny and Alexander,1982,https://boxd.it/22go,5
2026-06-24,Burning,2018,https://boxd.it/hHUa,4
2026-06-25,Peppermint Candy,1999,https://boxd.it/ZQc,4.5
2026-06-25,Oasis,2002,https://boxd.it/1sO0,5
2026-06-27,Post Tenebras Lux,2012,https://boxd.it/3wTs,3
2026-06-27,In Bruges,2008,https://boxd.it/20n8,4
2026-06-28,Ordet,1955,https://boxd.it/Jiy,4.5
2026-06-29,Rope,1948,https://boxd.it/28yo,5
2026-06-30,Secrets & Lies,1996,https://boxd.it/1UuC,4.5
2026-07-01,Obsession,2025,https://boxd.it/PNqo,4
2026-07-02,Gattaca,1997,https://boxd.it/29Du,3
2026-07-03,A Ghost Story,2017,https://boxd.it/fb0K,3.5
2026-07-04,The Stepford Wives,1975,https://boxd.it/1Sfq,5
2026-07-06,Cannibal Tours,1988,https://boxd.it/14hw,4.5
2026-07-07,Vera Drake,2004,https://boxd.it/1UCm,4.5
2026-07-08,Nosferatu the Vampyre,1979,https://boxd.it/21J0,4
2026-07-09,Nosferatu,1922,https://boxd.it/29TM,3.5
2026-07-10,The Northman,2022,https://boxd.it/nK2s,3.5
2026-07-10,Nosferatu,2024,https://boxd.it/f5eG,3.5
2026-07-11,Touki Bouki,1973,https://boxd.it/2H44,3.5
2026-07-12,"Good Luck, Have Fun, Don't Die",2025,https://boxd.it/Glua,1.5
2026-07-16,Following,1998,https://boxd.it/1Tj4,3.5
2026-07-17,Backrooms,2026,https://boxd.it/EY6W,4
2026-07-18,Another Round,2020,https://boxd.it/lkba,5
2026-07-19,Insomnia,2002,https://boxd.it/2aB0,4
2026-07-20,Batman Begins,2005,https://boxd.it/2aIg,3.5
2026-07-23,The Prestige,2006,https://boxd.it/293w,4.5
2026-07-24,The Dark Knight,2008,https://boxd.it/2b0k,4.5
2026-07-28,Tenet,2020,https://boxd.it/leq4,3
2026-07-28,Dunkirk,2017,https://boxd.it/d0Y6,4.5
2026-07-28,Oppenheimer,2023,https://boxd.it/wUow,5
2026-07-29,The Odyssey,2026,https://boxd.it/QFQU,4.5
2026-07-29,The Dark Knight Rises,2012,https://boxd.it/H3m,3.5
2026-07-30,The Human Condition I: No Greater Love,1959,https://boxd.it/1jAy,4.5
2026-07-31,The Human Condition II: Road to Eternity,1959,https://boxd.it/1dJa,5
2026-08-01,The Human Condition III: A Soldier's Prayer,1961,https://boxd.it/1dIQ,5
2026-08-02,The Manchurian Candidate,1962,https://boxd.it/299Y,3.5
2026-08-03,Husbands,1970,https://boxd.it/zOY,4.5
2026-08-04,The Train,1964,https://boxd.it/25lm,4.5
2026-08-06,Harakiri,1962,https://boxd.it/1NTU,5
2026-08-06,Minnie and Moskowitz,1971,https://boxd.it/1xPi,4.5
2026-08-07,Seconds,1966,https://boxd.it/1Dbe,4.5
2026-08-08,The Wild Pear Tree,2018,https://boxd.it/eMtM,5
2026-08-09,The Drama,2026,https://boxd.it/OA2w,3
2026-08-11,El Topo,1970,https://boxd.it/1QYS,3.5
2026-08-12,Pearl,2022,https://boxd.it/zPbe,4
2026-08-12,The Man Who Wasn't There,2001,https://boxd.it/1Vqc,4.5
2026-08-14,The Turin Horse,2011,https://boxd.it/2Qsk,5
2026-08-15,The Man from Earth,2007,https://boxd.it/1Ql2,4
2026-08-16,Kwaidan,1964,https://boxd.it/1kbY,5
2026-08-17,Buffalo '66,1998,https://boxd.it/1YC6,5
2026-08-17,The Night of the Hunter,1955,https://boxd.it/25HW,4.5
2026-08-18,True Grit,2010,https://boxd.it/Sog,3.5
2026-08-19,Pather Panchali,1955,https://boxd.it/22yC,5
2026-08-20,Aparajito,1956,https://boxd.it/29kW,4.5
2026-08-21,Apur Sansar,1959,https://boxd.it/29l6,5
2026-08-22,The Invite,2026,https://boxd.it/zRNY,4.5
2026-08-23,Green Book,2018,https://boxd.it/hErk,2
2026-08-24,Sound of Metal,2019,https://boxd.it/i7Q4,4
2026-08-25,Mother,2009,https://boxd.it/1m9g,5
